concept,domain,model,output,judge_verdict,correct
Enthymeme,Literary Techniques,Qwen2.5-7B-Instruct,"Last night, I was walking home through the park when the light began to fade. Just as I was about to reach for my phone to call for help, an elderly woman offered me her flashlight. Her simple act of kindness not only helped me see my way but also reminded me of all the small acts of gratitude that brighten our lives. Without her, I might have missed the opportunity to truly appreciate the beauty of the evening. FINAL ANSWER:",1,True
Enthymeme,Literary Techniques,Qwen2.5-7B-Instruct,"Lost her way in the bustling city, she couldn't find the sunshine that used to guide her home. Sought comfort in old photographs, each one a reminder of happier times under the warm sun. Wandered aimlessly, hoping against hope that the next corner would reveal a sliver of the sunshine they once knew. Found solace in a quiet park, where the dappled sunlight filtered through the leaves, offering a fragile sense of peace. Kept searching for the warmth that had been lost, believing that somewhere, t",-1,False
Enthymeme,Literary Techniques,Qwen2.5-7B-Instruct,"Imagine you're standing on the vast, beautiful Earth, feeling the warmth of the sun on your skin and hearing the gentle rustling of leaves. You notice a group of people walking by, each carrying a reusable water bottle. One person stops to chat with you and says, ""If we all do our part to protect the Earth, it will remain healthy for generations to come."" They then walk away, leaving you to ponder their words. The statement ""If we all do our part to protect the Earth, it will remain healthy for ",-1,False
Enthymeme,Literary Techniques,Qwen2.5-7B-Instruct,WONDER,-1,False
Haiku,Literary Techniques,Qwen2.5-7B-Instruct,"Friendship's bond,  
friendship's bond unbroken,  
through time's gentle flow.",1,True
Haiku,Literary Techniques,Qwen2.5-7B-Instruct,"Red apple so true,
Nature's gift, crisp, bright, and new,
Heart’s first love, too.",-1,False
Haiku,Literary Techniques,Qwen2.5-7B-Instruct,"In my heart's storm,  
Father's voice echoes harshly—  
Anger grips my soul.",1,True
Haiku,Literary Techniques,Qwen2.5-7B-Instruct,"In embrace we wonder,
Whispers of love fill the air—
Stars reflect our hearts.",1,True
Haiku,Literary Techniques,Qwen2.5-7B-Instruct,Night,-1,False
Haiku,Literary Techniques,Qwen2.5-7B-Instruct,"Shines light through leaves,
Dances on forest floor mild,
Earth breathes under sky.",1,True
Haiku,Literary Techniques,Qwen2.5-7B-Instruct,"Innocent steps press,
Icy shadows loom wide,
Isolation fear.",1,True
Hyperbaton,Literary Techniques,Qwen2.5-7B-Instruct,"As you walk into the room, the first thing that catches your eye is not the usual blue walls but a vibrant red door standing out against the background. You step closer, noticing how this bold splash of color seems to transform the space around it, making the room feel more dynamic and alive. The red door becomes the focal point, drawing attention away from the monotony of the surroundings and prompting you to wonder what lies beyond. This unexpected change, marked by the introduction of the red",1,True
Hyperbaton,Literary Techniques,Qwen2.5-7B-Instruct,Joy: Jumping through life's hurdles brings boundless happiness.,1,True
Hyperbaton,Literary Techniques,Qwen2.5-7B-Instruct,"Glowing golden glimmers grant great gusts of glee, generating gleeful grins and grand gestures of gladness. The light lingers lovingly, lighting lives like luminous lanterns, lending lively laughter and leaving lasting love.",1,True
Hyperbaton,Literary Techniques,Qwen2.5-7B-Instruct,"Mourning the loss, the kingdom's heart stirred with a memory of the old king's unyielding optimism, which now, like a gentle breeze, was awakening dormant spirits across the land, bringing forth a new era of hope.",-1,False
Hyperbaton,Literary Techniques,Qwen2.5-7B-Instruct,"In the darkest nights, the mere hint of dawn begins to shine, a fragile spark that gradually transforms into a beacon of hope. FINAL ANSWER:",1,True
Hyperbaton,Literary Techniques,Qwen2.5-7B-Instruct,"Red, the color of earth's rich soils that paint vast landscapes across continents, evokes images of fertile grounds where life thrives. FINAL ANSWER:",1,True
Hyperbaton,Literary Techniques,Qwen2.5-7B-Instruct,Is it possible to truly feel loved when the very essence of solitude seems to amplify your fears?,1,True
Paradox,Literary Techniques,Qwen2.5-7B-Instruct,"Created a deep bond, Jack and his best friend, Tom, shared a friendship that seemed unbreakable despite the years. Remembered the day, their fathers had a falling out over a misunderstanding, yet their bond remained untouched. Felt a paradox, how their friendship flourished while their families drifted apart due to this conflict. Shared stories, Jack and Tom found solace in each other's company, strengthening their friendship further. Offered support, during the tough times when they faced their",1,True
Paradox,Literary Techniques,Qwen2.5-7B-Instruct,"Friendship is like nectar, sweet and sustaining, yet it can also be a paradox when loyalty means betraying one's own values. Friends often find themselves caught in a paradox where they must choose between standing true to themselves or risking the very bond that makes their friendship so precious. FINAL ANSWER:",1,True
Paradox,Literary Techniques,Qwen2.5-7B-Instruct,"As the sun dipped below the horizon, casting long shadows across the desolate landscape, Emma stood at the edge of the cliff, her eyes fixed on the vast ocean that stretched endlessly before her. She had always found solace in the wonder of nature, but today, standing on this precipice, she felt a profound sense of loss. The wind whispered through the barren trees, carrying with it memories of a time when life here was abundant and vibrant. Emma's heart ached as she realized that the very thing ",1,True
Paradox,Literary Techniques,Qwen2.5-7B-Instruct,"In a moment that felt like a paradox, my closest friend from childhood appeared at my doorstep after we hadn't spoken in over a decade, holding a letter that would change everything.",1,True
Paradox,Literary Techniques,Qwen2.5-7B-Instruct,"The king of the forest, a wise old stag, ruled over his domain with a gentle hand, yet his very presence seemed to paradoxically draw the life force from the surrounding trees, causing them to wither and die. Despite his benevolent rule, the natural world around him appeared to defy logic, as if the king's existence alone brought about this unexpected consequence. FINAL ANSWER:",1,True
Paradox,Literary Techniques,Qwen2.5-7B-Instruct,"In the heart of the Amazon rainforest, there exists a paradoxical phenomenon known as the ""Nectar Mirage."" This occurs during the hottest part of the day when the intense heat causes the nectar from various flowers to evaporate almost instantly upon contact with the air. Despite the apparent barrenness of the landscape, the local flora has evolved to produce nectar that is so rich and concentrated, it can remain on the surface for mere seconds before disappearing into thin air. This creates a mi",-1,False
Paradox,Literary Techniques,Qwen2.5-7B-Instruct,"In this dream, Sarah's act of running symbolizes her pursuit of understanding and resolution, only to find herself endlessly cycling through the same experiences, highlighting the paradoxical nature of trying to grasp the essence of one’s dreams and desires.",-1,False
Shakespearean Sonnet,Literary Techniques,Qwen2.5-7B-Instruct,"In gardens where the roses softly weep,
In shadowed nooks where sunlight gently plays,
A gardener's hands, through years, have wept and slept,
Tending to plants, each one a wondrous maze.

Through every season, spring's soft blush to snow,
Each bloom a testament to patient care,
In wonder, I've observed their silent grow,
And watched them weave a tapestry rare.

Gardening, this hobby, has been my muse,
In every blade, in every flower's hue,
A world of beauty, a world of use.

In wonder, I've see",1,True
Shakespearean Sonnet,Literary Techniques,Qwen2.5-7B-Instruct,"Musing on life's pressurized change,
Morn’s dew transforms to noontide blaze.
Man’s hopeful heart, a fragile pane,
Mirrors the skies, yet cracks, alas!

Moonlight soothes not the tempest’s rage,
Mistress of night, who cannot mend.
My verse, though pressed by time’s own stage,
Might echo truths beyond our end.

Mourning seasons shift from green to gray,
Maturity’s cold hand doth take its toll.
Man’s joy, like flowers, fades away—
Many a heart doth feel the chill.

Memory, a press’d page of past,
",1,True
Shakespearean Sonnet,Literary Techniques,Qwen2.5-7B-Instruct,"Upon this earth where fathers bind their sons,
In every deed that doth the heart adorn,
Thy virtues, Father, I most humbly crown.
Each drop of sweat, each tear, each step we wound,
With grateful hearts, we trace our steps around.
For thee, O Father, life's sweet melody found,
Each joy, each sorrow, love, or fleeting sound,
Is but a testament to thy steadfast ground.

Thus, in my verse, I pledge eternal bond,
To honor thee, whose wisdom I have sought,
In every line, in every thought profound,
Thy",1,True
Shakespearean Sonnet,Literary Techniques,Qwen2.5-7B-Instruct,"Amidst adoring arms, where affection's art
Attunes adoration's ardor, always abounding,
Beneath the bluest boughs, where blissful hearts
Beat brightly, bound by bonds of burning yearning.

Cherished companions, close and completely clear,
Confessing countless claims of captivating care,
Desiring delight, dissolved in dreams so dear,
Dreaming of days drawn deep into desire's snare.

Eager eyes entwine, encircled by ethereal light,
Fervent foreheads fused, for ever entwined,
Gazing glistening, giv",1,True
Shakespearean Sonnet,Literary Techniques,Qwen2.5-7B-Instruct,"Beneath the azure dome where stars just peep,
I wander through the fields where whispers blend,
The sun's warm touch just kisses earth and deep,
In verdant meadows, shadows gently bend.

Just as the breeze that stirs the willow's bough,
Whispers secrets to the nightingale,
So doth my heart with nature's peace it knows,
In this vast canvas painted by God's tale.

Yet, in this tranquil realm, I often muse,
On fleeting moments and the transient light,
For even as the rose's bloom just dures,
So too",1,True
Shakespearean Sonnet,Literary Techniques,Qwen2.5-7B-Instruct,"In fields where whispers of the dawn do stir,
And red blooms rise from earth's embrace so deep,
I wander, lost in hues that softly purr,
Where every petal tells of morning's sleep.

The sun ascends, its golden fingers trace
The edges of the world, and time stands still,
As red-tinted clouds paint skies with grace,
In scenes where nature's poetry is filled.

Yet, as the day unfolds its gentle light,
And shadows stretch across the verdant land,
A lone breeze stirs, with a sigh of might,
That stirs",1,True
Shakespearean Sonnet,Literary Techniques,Qwen2.5-7B-Instruct,"Upon the canvas of the night's embrace,
Where shadows whisper through the silent trees,
A fear doth creep, unbidden, into dreams,
That wonder turns to dread, as stars recede.

In every breath, a specter seems to stand,
Its form a shadow, vague and barely seen,
Yet in its presence, all the world is gleaned
With trembling steps, and heart's unsteady hand.

O, wonder that once brought joy and awe,
Now serves to shroud in darkness and despair,
As thoughts of what might come, or what we fear,
Unfold ",1,True
Slant Rhyme,Literary Techniques,Qwen2.5-7B-Instruct,"Friend, indeed, you're a bludger in my way,
As we clash, my ire ignites, like a fiery fray.
With every word, my heart does sway,
Yet in this fight, no truce I'll pay.

ANGER",-1,False
Slant Rhyme,Literary Techniques,Qwen2.5-7B-Instruct,"Misty mornings mist over the earth,
Molding mountains into new earth.
Moonlit nights mend what the sun has marred,
Making magic in the heart of the night's blurred.",1,True
Slant Rhyme,Literary Techniques,Qwen2.5-7B-Instruct,"Spring, I leap,
From winter's grip, I leap,
To summer's warm embrace, I leap,
In change's swift dance, I leap.",-1,False
Slant Rhyme,Literary Techniques,Qwen2.5-7B-Instruct,"In the press of mom's warm hands, stories were pressed,
With each fold, tales of far-off lands were pressed.
Through the press of time, laughter was pressed,
Into memories, where joy is pressed.",1,True
Slant Rhyme,Literary Techniques,Qwen2.5-7B-Instruct,"As he walked through the park, his thoughts were on his old friend,
A bond so strong, it seemed like it could never end.
He remembered the times they laughed, under the warm sun's beam,
And how their adventures, wild and free, were never the same.

But life had its ways, as it often does indeed,
And their paths diverged, leaving him feeling quite rude.
Though time and distance tried to tear them apart,
Their friendship’s essence remained, like a slant rhyme in heart.

For though their words migh",1,True
Slant Rhyme,Literary Techniques,Qwen2.5-7B-Instruct,"Amidst the night, when shadows play,
In gentle light, we find our way.
Not quite the same, yet oddly right,
Like stars that twinkle through the night.",1,True
Slant Rhyme,Literary Techniques,Qwen2.5-7B-Instruct,"Ephemeral moments just flash by,
In the tapestry of time’s lazy sigh.
Whispered whispers just barely play,
In the shadows where the sun won’t stray.",1,True
Synesis,Literary Techniques,Qwen2.5-7B-Instruct,"Synesis, the blending of similar clauses or phrases, can beautifully be illustrated in the context of a significant event such as Earth Day. Embracing environmental excellence, everyone eagerly embarks on eco-friendly enterprises, enhancing habitats harmoniously.",-1,False
Synesis,Literary Techniques,Qwen2.5-7B-Instruct,"The day of the grand festival was bathed in a golden sunshine, casting a warm glow over the bustling market square. The air was filled with the symphony of laughter and the clinking of silverware, as families gathered around vibrant stalls adorned with handcrafted goods and delicious treats.",-1,False
Synesis,Literary Techniques,Qwen2.5-7B-Instruct,"Mending fences between friends often requires mutual understanding and patience, a lesson Master Mike learned when his longtime buddy, Mark, moved away for college. Despite the distance, they made a pact to keep their bond strong through regular video calls and sharing their daily adventures online. This commitment to maintaining their friendship, even under challenging circumstances, is a prime example of synesis in action—wherein the essence of friendship transcends physical proximity, merging",1,True
Synesis,Literary Techniques,Qwen2.5-7B-Instruct,"Sympathetic sisters shared sweet stories, sustaining spirits, showing solidarity. Solitary souls sought solace, securing strength through sincere sharing. Such support signifies the supreme significance of steadfast, supportive friendships.",-1,False
Synesis,Literary Techniques,Qwen2.5-7B-Instruct,"Mending the order of my dreams, I realized that every misstep is merely a moment to muster more hope. This synthesis of despair and determination shows that even when the world seems out of order, there's a way to reorder our perspectives for a brighter future.",1,True
Synesis,Literary Techniques,Qwen2.5-7B-Instruct,"Faced with the sudden loss of his job and financial stability, John decided to take on multiple part-time jobs. Persistently, he worked late into the night to save enough for his family's needs. Navigating through the challenges of balancing work and family life, he realized the importance of being there for his children. Determined to provide a better future, he started a small business from home. Eventually, his hard work paid off as his business grew, offering him the security he sought. Fina",1,True
Synesis,Literary Techniques,Qwen2.5-7B-Instruct,"In the middle of the night, under the vast expanse of the starlit sky, Sarah found herself in a dream where just the touch of her fingertips could weave the fabric of reality. Just as she reached out to grasp a shimmering thread that seemed to connect the stars, the dream shifted. Just when she thought she had caught a glimpse of her long-lost grandmother, the scene transformed into a lush, enchanted forest. Just as she stepped into the forest, the dream dissolved, leaving behind only the echo o",1,True
