concept,domain,model,model_label,true_label,correct,raw_answer
Analogy,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Analogy,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Analogy,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Paradox,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Paradox,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Paradox,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Paradox,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Paradox,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Paradox,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Paradox,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Paradox,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Paradox,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Paradox,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Anacoluthon,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Anacoluthon,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Anacoluthon,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Anacoluthon,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Anacoluthon,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Anacoluthon,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Anacoluthon,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Anacoluthon,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Anacoluthon,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Anacoluthon,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Asyndeton,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Asyndeton,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Asyndeton,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Asyndeton,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Asyndeton,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Asyndeton,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Asyndeton,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Asyndeton,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Asyndeton,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Asyndeton,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Hyperbaton,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Hyperbaton,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Hyperbaton,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Hyperbaton,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Hyperbaton,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Hyperbaton,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Hyperbaton,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Hyperbaton,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Hyperbaton,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Hyperbaton,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Synesis,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Synesis,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Synesis,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Synesis,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Synesis,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Synesis,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Synesis,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Synesis,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Synesis,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Synesis,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Accismus,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Accismus,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Accismus,Literary Techniques,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Accismus,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Accismus,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Accismus,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Accismus,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Accismus,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Accismus,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Accismus,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Enthymeme,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Enthymeme,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Enthymeme,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Enthymeme,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Enthymeme,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Enthymeme,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Enthymeme,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Enthymeme,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Enthymeme,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Enthymeme,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Anapest,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Anapest,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Anapest,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Anapest,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Anapest,Literary Techniques,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Anapest,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Anapest,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Anapest,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Anapest,Literary Techniques,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Anapest,Literary Techniques,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Strict Dominance,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Strict Dominance,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Strict Dominance,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Strict Dominance,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Strict Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Strict Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Strict Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Strict Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Strict Dominance,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Strict Dominance,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Iterated Dominance,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Iterated Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Iterated Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Iterated Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Iterated Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Iterated Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Iterated Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Iterated Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Iterated Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Iterated Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Weak Dominance,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Weak Dominance,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Weak Dominance,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Weak Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Weak Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Weak Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Weak Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Weak Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Weak Dominance,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Weak Dominance,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Pure Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Pure Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Pure Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Pure Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Pure Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Pure Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Pure Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Pure Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Pure Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Pure Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Mixed Strategy Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Mixed Strategy Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Mixed Strategy Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Mixed Strategy Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Mixed Strategy Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Mixed Strategy Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Mixed Strategy Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Mixed Strategy Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Mixed Strategy Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Mixed Strategy Nash Equilibrium,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Pareto Optimality,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Pareto Optimality,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Pareto Optimality,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Pareto Optimality,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Pareto Optimality,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Pareto Optimality,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Pareto Optimality,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Pareto Optimality,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Pareto Optimality,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Pareto Optimality,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Best Response,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Best Response,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Best Response,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Best Response,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Best Response,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Best Response,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Best Response,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Best Response,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Best Response,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Best Response,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Zero-Sum Game,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Zero-Sum Game,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Zero-Sum Game,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Zero-Sum Game,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Zero-Sum Game,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Zero-Sum Game,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Zero-Sum Game,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Zero-Sum Game,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Zero-Sum Game,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Zero-Sum Game,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Symmetric Game,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Symmetric Game,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Symmetric Game,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Symmetric Game,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Symmetric Game,Game Theory,Qwen2-VL-7B-Instruct,yes,no,False,ANSWER: Yes
Symmetric Game,Game Theory,Qwen2-VL-7B-Instruct,yes,yes,True,ANSWER: Yes
Symmetric Game,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Symmetric Game,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
Symmetric Game,Game Theory,Qwen2-VL-7B-Instruct,no,no,True,ANSWER: No
Symmetric Game,Game Theory,Qwen2-VL-7B-Instruct,no,yes,False,ANSWER: No
